Localité,TYPE_POINT,FONCTIONNE,COMITE_GES,RESID_ART_,LOCALISATI,ANNEE_IN_1,lon,lat,PREF_NOM,SPREF_NOM,COM_NOM
Kely,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.61560000000,4.20217000000,Lobaye,Boda,Lobaye
Ndanga,Forage,Oui,Oui,Hors du village,FOSA,Plus de 10 ans,17.62850000000,4.19963000000,Lobaye,Boda,Lobaye
Letele,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,15.73490000000,7.09336000000,Ouham Pendé,Bocaranga,Loura
Ndanga,Forage,Oui,Oui,Hors du village,Communaute,Moins de 10 ans,17.63190000000,4.19826000000,Lobaye,Boda,Lobaye
Ndanga,Forage,Oui,Oui,Hors du village,Communaute,Moins de 10 ans,17.64060000000,4.19363000000,Lobaye,Boda,Lobaye
Assana,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,15.31770000000,7.20546000000,Ouham Pendé,Ngaoundaye,Mbili
Assana,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,15.31800000000,7.20686000000,Ouham Pendé,Ngaoundaye,Mbili
Gbawe,Forage,Non,Oui,Hors du village,Communaute,Plus de 10 ans,15.25830000000,7.10697000000,Ouham Pendé,Ngaoundaye,Mbili
Kaita,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,15.26660000000,7.13633000000,Ouham Pendé,Ngaoundaye,Mbili
Kaita,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,15.26670000000,7.13819000000,Ouham Pendé,Ngaoundaye,Mbili
Ngotto,Forage,Oui,Oui,Hors du village,Communaute,Moins de 10 ans,17.33320000000,4.02403000000,Lobaye,Boda,Lobaye
Ngotto,Forage,Oui,Oui,Dans le village,Communaute,Moins de 10 ans,17.33680000000,4.02650000000,Lobaye,Boda,Lobaye
Tokode,Forage,Non,Non,Hors du village,Ecole,Moins de 10 ans,17.19540000000,4.16148000000,Lobaye,Boda,Lobaye
Dibono,Forage,Oui,Oui,Hors du village,Ecole,,15.68300000000,6.91441000000,Ouham Pendé,Bocaranga,Péndé
Tonkonde,Forage,Oui,Oui,Hors du village,Communaute,Moins de 10 ans,16.96030000000,3.94643000000,Sangha-Mbaéré,Bambio,Mbaéré
Ga¦ndara,Forage,Oui,Oui,Hors du village,Communaute,Moins de 10 ans,15.71700000000,6.88495000000,Ouham Pendé,Bocaranga,Péndé
Zangene,Forage,Oui,Oui,Hors du village,Communaute,Moins de 10 ans,17.19110000000,4.15419000000,Lobaye,Boda,Lobaye
Gouni,Forage,Oui,Oui,Hors du village,Communaute,Moins de 5 ans,16.02920000000,6.56490000000,Ouham Pendé,Bocaranga,Péndé
Kake,Forage,Oui,Oui,Hors du village,Ecole,,15.81470000000,6.83803000000,Ouham Pendé,Bocaranga,Péndé
Ngoutere,Forage,Oui,Oui,Hors du village,Communaute,Moins de 10 ans,15.89490000000,6.77462000000,Ouham Pendé,Bocaranga,Péndé
Ngoutere,Forage,Oui,Oui,Hors du village,Communaute,,15.89850000000,6.77261000000,Ouham Pendé,Bocaranga,Péndé
Sangame,Forage,Non,Oui,Hors du village,Communaute,,15.77660000000,6.85513000000,Ouham Pendé,Bocaranga,Péndé
Békagomi,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.28450000000,4.76632000000,Lobaye,Boganangone,Boganangone
Tolle,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.00630000000,6.57686000000,Ouham Pendé,Bocaranga,Péndé
Békagomi,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.28770000000,4.76725000000,Lobaye,Boganangone,Boganangone
Tolle,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.00850000000,6.57490000000,Ouham Pendé,Bocaranga,Péndé
Boganangone,Forage,Non,Non,Dans le village,Communaute,Plus de 10 ans,17.19350000000,4.69269000000,Lobaye,Boganangone,Boganangone
Boganangone,Forage,Non,Non,Dans le village,Communaute,Plus de 10 ans,17.19470000000,4.68606000000,Lobaye,Boganangone,Boganangone
Boganangone,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,17.19630000000,4.68679000000,Lobaye,Boganangone,Boganangone
Boganangone,Forage,Non,Non,Dans le village,Communaute,Plus de 10 ans,17.19750000000,4.68200000000,Lobaye,Boganangone,Boganangone
Boguera,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.14790000000,4.89002000000,Lobaye,Boganangone,Boganangone
Boguera,Forage,Non,Non,Hors du village,Communaute,Plus de 10 ans,17.14920000000,4.88785000000,Lobaye,Boganangone,Boganangone
Boguera,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.15020000000,4.88566000000,Lobaye,Boganangone,Boganangone
Boguera,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.15100000000,4.88725000000,Lobaye,Boganangone,Boganangone
Bodanga 2,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.63150000000,5.68624000000,Ouham Pendé,Bossemtélé,Binon
Boguere,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,17.15220000000,4.88406000000,Lobaye,Boganangone,Boganangone
Bodanga 2,Forage,Oui,Non,,FOSA,Moins de 10 ans,16.63310000000,5.68619000000,Ouham Pendé,Bossemtélé,Binon
Bonaguiro,Forage,Non,Oui,Hors du village,Communaute,Plus de 10 ans,17.19350000000,4.84157000000,Lobaye,Boganangone,Boganangone
Bodanga 2,Forage,Oui,Non,,Ecole,,16.63440000000,5.68454000000,Ouham Pendé,Bossemtélé,Binon
Bonaguiro,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.19780000000,4.84052000000,Lobaye,Boganangone,Boganangone
Bodangui,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.58950000000,5.74125000000,Ouham Pendé,Bossemtélé,Binon
Bonaguiro,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.20030000000,4.82503000000,Lobaye,Boganangone,Boganangone
Bokongo,Forage,Oui,Non,Hors du village,Communaute,Moins de 10 ans,16.45550000000,6.21842000000,Ouham Pendé,Bossemtélé,Binon
Bonaguiro,Forage,Non,Non,Hors du village,Communaute,Plus de 10 ans,17.20140000000,4.83226000000,Lobaye,Boganangone,Boganangone
Bombalou,Forage,Oui,Oui,Hors du village,Communaute,,16.54400000000,5.97116000000,Ouham Pendé,Bossemtélé,Binon
Bossemptele,Forage,Oui,Oui,Hors du village,FOSA,Plus de 10 ans,16.63540000000,5.68042000000,Ouham Pendé,Bossemtélé,Binon
Boyabane,Forage,Oui,Oui,Hors du village,Ecole,Moins de 5 ans,16.49360000000,6.12855000000,Ouham Pendé,Bossemtélé,Binon
Boyabane,Forage,Non,Oui,Hors du village,Communaute,Plus de 10 ans,16.49490000000,6.12849000000,Ouham Pendé,Bossemtélé,Binon
Boyali 1,Forage,Oui,Oui,Hors du village,Communaute,Moins de 5 ans,16.48010000000,6.17228000000,Ouham Pendé,Bossemtélé,Binon
Gazi-Bea,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.01130000000,4.93386000000,Lobaye,Boganangone,Boganangone
Boyaram,Forage,Oui,Non,Dans le village,Ecole,Moins de 5 ans,16.51440000000,5.83998000000,Ouham Pendé,Bossemtélé,Binon
Gazi-Bea,Forage,Non,Oui,Hors du village,Communaute,Plus de 10 ans,17.01210000000,4.93286000000,Lobaye,Boganangone,Boganangone
Gazi-Bea,Forage,Non,Non,Hors du village,Communaute,Plus de 10 ans,17.01420000000,4.93185000000,Lobaye,Boganangone,Boganangone
Laka,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.12570000000,4.94494000000,Lobaye,Boganangone,Boganangone
Mbolo,Forage,Non,Non,Hors du village,Communaute,Plus de 10 ans,17.19960000000,4.75255000000,Lobaye,Boganangone,Boganangone
Ndolo,Forage,Non,Non,Hors du village,Communaute,Plus de 10 ans,17.22180000000,4.73913000000,Lobaye,Boganangone,Boganangone
Zalingo,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.20660000000,4.73319000000,Lobaye,Boganangone,Boganangone
Bedoue-sayele,Forage,Oui,Oui,Hors du village,Communaute,Moins de 10 ans,17.23040000000,4.57399000000,Lobaye,Boganda,Boganda
Bodjoula,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.28170000000,4.49292000000,Lobaye,Boganda,Boganda
Bodjoula,Forage,Non,Oui,Hors du village,Communaute,Plus de 10 ans,17.28220000000,4.49236000000,Lobaye,Boganda,Boganda
Bodjoula,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.28330000000,4.49215000000,Lobaye,Boganda,Boganda
Bodjoula,Forage,Oui,Non,Hors du village,Communaute,Plus de 10 ans,17.28420000000,4.48920000000,Lobaye,Boganda,Boganda
Bozoum,Forage,oui,Oui,Dans le village,Ecole,Moins de 10 ans,16.36500000000,6.32517000000,Ouham Pendé,Bozoum,Bozoum
Bogali,Forage,Non,Oui,Hors du village,Communaute,Plus de 10 ans,17.24770000000,4.53251000000,Lobaye,Boganda,Boganda
Bossewi,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.15960000000,4.58073000000,Lobaye,Boganda,Boganda
Boyo,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.31780000000,4.38767000000,Lobaye,Boganda,Boganda
Mateau,Forage,Non,Oui,Hors du village,Communaute,Plus de 10 ans,17.22850000000,4.59874000000,Lobaye,Boganda,Boganda
ONAF,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,17.26380000000,4.51315000000,Lobaye,Boganda,Boganda
Bozoum,Forage,Oui,Oui,Dans le village,Ecole,Moins de 5 ans,16.36910000000,6.31779000000,Ouham Pendé,Bozoum,Bozoum
Bozoum,Forage,Oui,Oui,Hors du village,Communaute,Moins de 10 ans,16.36950000000,6.32484000000,Ouham Pendé,Bozoum,Bozoum
Bolaye 2,Forage,Non,Non,Dans le village,Communaute,Plus de 10 ans,17.36770000000,4.33513000000,Lobaye,Boda,Lobaye
Bozoum,Forage,Oui,Oui,Dans le village,Ecole,Moins de 5 ans,16.36970000000,6.31829000000,Ouham Pendé,Bozoum,Bozoum
Bomele,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.05530000000,3.63917000000,Lobaye,Mbaïki,Balé-Loko
Bossindo,Forage,Non,Oui,Dans le village,Communaute,Plus de 10 ans,18.05740000000,3.63688000000,Lobaye,Mbaïki,Balé-Loko
Bozoum,Forage,Oui,Oui,Hors du village,Communaute,Moins de 10 ans,16.37190000000,6.31223000000,Ouham Pendé,Bozoum,Bozoum
Kaka,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.05500000000,3.63702000000,Lobaye,Mbaïki,Balé-Loko
Bozoum,Forage,Oui,Oui,Dans le village,FOSA,Plus de 10 ans,16.37230000000,6.32201000000,Ouham Pendé,Bozoum,Bozoum
Kariere,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.02540000000,3.67242000000,Lobaye,Mbaïki,Balé-Loko
Bozoum,Forage,Oui,Oui,Hors du village,Ecole,Moins de 5 ans,16.37400000000,6.31833000000,Ouham Pendé,Bozoum,Bozoum
Kpetene,Forage,Non,Oui,Dans le village,Communaute,Plus de 10 ans,18.05980000000,3.68598000000,Lobaye,Mbaïki,Balé-Loko
Ligouza,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.00470000000,3.63359000000,Lobaye,Mbaïki,Balé-Loko
Logoussa,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.01250000000,3.72811000000,Lobaye,Mbaïki,Balé-Loko
Loko,Forage,Non,Oui,Hors du village,Communaute,Plus de 10 ans,18.04660000000,3.63933000000,Lobaye,Mbaïki,Balé-Loko
Bozoum,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.38260000000,6.31236000000,Ouham Pendé,Bozoum,Bozoum
Loko,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.05170000000,3.64065000000,Lobaye,Mbaïki,Balé-Loko
Mette,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.06530000000,3.63358000000,Lobaye,Mbaïki,Balé-Loko
Moscou,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.11380000000,3.69905000000,Lobaye,Mbaïki,Balé-Loko
Moscou,Forage,Non,Oui,Dans le village,Communaute,Plus de 10 ans,18.11450000000,3.69629000000,Lobaye,Mbaïki,Balé-Loko
Bozoum,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.38930000000,6.31347000000,Ouham Pendé,Bozoum,Bozoum
Moscou,Forage,Non,Oui,Dans le village,Communaute,Plus de 10 ans,18.11560000000,3.70261000000,Lobaye,Mbaïki,Balé-Loko
Moscou SAFA,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,18.11400000000,3.70098000000,Lobaye,Mbaïki,Balé-Loko
Paris Congo,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,18.06860000000,3.69294000000,Lobaye,Mbaïki,Balé-Loko
Paris Congo,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.07040000000,3.69241000000,Lobaye,Mbaïki,Balé-Loko
Paris Congo,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.07050000000,3.69465000000,Lobaye,Mbaïki,Balé-Loko
Petit Loko,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.03730000000,3.66271000000,Lobaye,Mbaïki,Balé-Loko
SAFA,Forage,Oui,Oui,Hors du village,FOSA,Plus de 10 ans,18.08400000000,3.69751000000,Lobaye,Mbaïki,Balé-Loko
Ndonga,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.27450000000,6.34884000000,Ouham Pendé,Bozoum,Danayéré
SAFA Popoto,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.08470000000,3.68628000000,Lobaye,Mbaïki,Balé-Loko
Samba»,Forage,Oui,Oui,Hors du village,Ecole,Plus de 10 ans,16.30190000000,6.33950000000,Ouham Pendé,Bozoum,Danayéré
SAFA Popoto,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,18.08520000000,3.68766000000,Lobaye,Mbaïki,Balé-Loko
SCAD,Forage,Oui,Oui,Hors du village,Communaute,Moins de 10 ans,17.98110000000,3.64973000000,Lobaye,Mbaïki,Balé-Loko
SCAD 1,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,18.02160000000,3.64756000000,Lobaye,Mbaïki,Balé-Loko
SCAD 1,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,18.02740000000,3.65478000000,Lobaye,Mbaïki,Balé-Loko
SCAD 11,Forage,Non,Oui,Dans le village,Communaute,Moins de 10 ans,18.01980000000,3.65345000000,Lobaye,Mbaïki,Balé-Loko
SCAD 4,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,18.02520000000,3.65662000000,Lobaye,Mbaïki,Balé-Loko
SCAD 5,Forage,Non,Oui,Dans le village,Communaute,Plus de 10 ans,18.02270000000,3.65263000000,Lobaye,Mbaïki,Balé-Loko
Bata 1,Forage,Oui,Oui,Hors du village,Communaute,,16.43310000000,6.31654000000,Ouham Pendé,Bozoum,Dan-Gbabiri
SCAD 5,Forage,Non,Oui,Dans le village,Communaute,Plus de 10 ans,18.02330000000,3.65517000000,Lobaye,Mbaïki,Balé-Loko
Bata centre biblique,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.44170000000,6.31296000000,Ouham Pendé,Bozoum,Dan-Gbabiri
SCAD 7,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,18.02530000000,3.65393000000,Lobaye,Mbaïki,Balé-Loko
Bata centre biblique,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.44300000000,6.31108000000,Ouham Pendé,Bozoum,Dan-Gbabiri
SCAD 7,Forage,Oui,Oui,Dans le village,FOSA,Plus de 10 ans,18.02720000000,3.65327000000,Lobaye,Mbaïki,Balé-Loko
Bossa,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.89410000000,6.34890000000,Ouham Pendé,Bozoum,Dan-Gbabiri
Siriri,Forage,Oui,Non,Hors du village,Communaute,Moins de 10 ans,17.91580000000,3.64243000000,Lobaye,Mbaïki,Balé-Loko
Zelogousa,Forage,Oui,Oui,Hors du village,Communaute,Moins de 10 ans,18.00260000000,3.63756000000,Lobaye,Mbaïki,Balé-Loko
Dana,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.42990000000,6.31656000000,Ouham Pendé,Bozoum,Dan-Gbabiri
Zomea,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.99850000000,3.63943000000,Lobaye,Mbaïki,Balé-Loko
Gbadali 4,Forage,Oui,Oui,Hors du village,Ecole,Moins de 5 ans,16.64100000000,6.27689000000,Ouham Pendé,Bozoum,Dan-Gbabiri
Voudou 1,Forage,Oui,Oui,Hors du village,Ecole,Moins de 5 ans,16.81480000000,6.29988000000,Ouham Pendé,Bozoum,Dan-Gbabiri
Baloua,Forage,Oui,Oui,Dans le village,Ecole,Plus de 5 ans,16.36020000000,6.51903000000,Ouham Pendé,Bozoum,Kouazo
Bani,Forage,Oui,Oui,Hors du village,Communaute,Moins de 10 ans,16.07830000000,6.53157000000,Ouham Pendé,Bozoum,Kouazo
Betara,Forage,Oui,Oui,Dans le village,Ecole,Plus de 5 ans,16.36700000000,6.43931000000,Ouham Pendé,Bozoum,Kouazo
Betara,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.36800000000,6.44708000000,Ouham Pendé,Bozoum,Kouazo
Bokopele,Forage,Oui,Oui,Hors du village,Ecole,Moins de 5 ans,16.09820000000,6.50831000000,Ouham Pendé,Bozoum,Kouazo
Borom2,Forage,Oui,Oui,Hors du village,Communaute,Plus de 5 ans,16.34030000000,6.37727000000,Ouham Pendé,Bozoum,Kouazo
Boyele,Forage,Oui,Oui,Hors du village,Ecole,Plus de 5 ans,16.34140000000,6.37962000000,Ouham Pendé,Bozoum,Kouazo
Boyele,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.34510000000,6.38206000000,Ouham Pendé,Bozoum,Kouazo
Gbaoro,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.35170000000,6.41972000000,Ouham Pendé,Bozoum,Kouazo
Karaza,Forage,Oui,Oui,Hors du village,Communaute,Plus de 5 ans,16.34980000000,6.41032000000,Ouham Pendé,Bozoum,Kouazo
Kokol,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.34950000000,6.41769000000,Ouham Pendé,Bozoum,Kouazo
Konaguila,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.34750000000,6.38467000000,Ouham Pendé,Bozoum,Kouazo
Konkere,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.33880000000,6.37167000000,Ouham Pendé,Bozoum,Kouazo
Kounkere,Forage,Oui,Oui,Hors du village,Communaute,Plus de 5 ans,16.38780000000,6.55520000000,Ouham Pendé,Bozoum,Kouazo
Manga,Forage,Oui,Oui,Hors du village,Ecole,Plus de 10 ans,16.17940000000,6.43509000000,Ouham Pendé,Bozoum,Kouazo
Mboko-tatali,Forage,Oui,Non,Hors du village,Communaute,Plus de 10 ans,16.05840000000,6.54743000000,Ouham Pendé,Bozoum,Kouazo
Ndol Bassai,Forage,Oui,Oui,Hors du village,Communaute,Plus de 5 ans,16.37660000000,6.57453000000,Ouham Pendé,Bozoum,Kouazo
Ndol Bassai,Forage,Non,Oui,Hors du village,Hors du village,Plus de 5 ans,16.37750000000,6.57601000000,Ouham Pendé,Bozoum,Kouazo
Ndol Bassai,Forage,Oui,Oui,Hors du village,Ecole,Plus de 5 ans,16.37950000000,6.58221000000,Ouham Pendé,Bozoum,Kouazo
Ouham,Forage,Oui,Oui,Hors du village,Communaute,,16.34970000000,6.33399000000,Ouham Pendé,Bozoum,Kouazo
Ribo,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,16.06400000000,6.54574000000,Ouham Pendé,Bozoum,Kouazo
Bobalanga,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.59680000000,3.99612000000,Lobaye,Mbaïki,Bogongo Gaza
Ribo,Forage,Oui,Oui,Hors du village,Communaute,Moins de 5 ans,16.09620000000,6.51070000000,Ouham Pendé,Bozoum,Kouazo
Boboka,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.59620000000,3.98822000000,Lobaye,Mbaïki,Bogongo Gaza
Sangbo,Forage,Oui,Oui,Hors du village,Communaute,Plus de 5 ans,16.36280000000,6.43292000000,Ouham Pendé,Bozoum,Kouazo
Bolemba,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.59550000000,4.02164000000,Lobaye,Mbaïki,Bogongo Gaza
Bolemba,Forage,Non,Oui,Hors du village,Communaute,Plus de 10 ans,17.60460000000,4.01059000000,Lobaye,Mbaïki,Bogongo Gaza
Bossabo,Forage,Non,Oui,Hors du village,Communaute,Plus de 10 ans,17.61900000000,4.02504000000,Lobaye,Mbaïki,Bogongo Gaza
Ganza,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.59440000000,3.98134000000,Lobaye,Mbaïki,Bogongo Gaza
Ganza,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.61290000000,4.01743000000,Lobaye,Mbaïki,Bogongo Gaza
Gbidi-Pont,Forage,Oui,Oui,Hors du village,Ecole,Moins de 10 ans,17.66500000000,3.77931000000,Lobaye,Mbaïki,Bogongo Gaza
Gbitibou,Forage,Oui,Oui,Hors du village,Communaute,Moins de 10 ans,17.70640000000,3.78549000000,Lobaye,Mbaïki,Bogongo Gaza
Mbikate,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.68520000000,4.08902000000,Lobaye,Mbaïki,Bogongo Gaza
Mboliba,Forage,Non,Oui,Hors du village,Communaute,Plus de 10 ans,17.67390000000,4.07262000000,Lobaye,Mbaïki,Bogongo Gaza
Monguenza,Forage,Oui,Oui,Hors du village,Ecole,Moins de 10 ans,17.77360000000,3.84784000000,Lobaye,Mbaïki,Bogongo Gaza
Banguere 3,Forage,Non,Oui,Hors du village,Hors du village,Plus de 10 ans,15.08260000000,6.75453000000,Ouham Pendé,Koui,Koui
Baria,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,15.40050000000,6.94298000000,Ouham Pendé,Koui,Koui
Bossako,Forage,Oui,Oui,Dans le village,FOSA,Moins de 10 ans,17.85330000000,4.21274000000,Lobaye,Mbaïki,Léssé
Gbabiri,Forage,Non,Oui,Hors du village,Communaute,Plus de 10 ans,17.97880000000,4.12352000000,Lobaye,Mbaïki,Léssé
Bodala,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,15.45770000000,6.84383000000,Ouham Pendé,Koui,Koui
Karawa,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.01870000000,4.15995000000,Lobaye,Mbaïki,Léssé
Mbanza,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,17.94910000000,4.16118000000,Lobaye,Mbaïki,Léssé
Mbanza,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,17.95210000000,4.15871000000,Lobaye,Mbaïki,Léssé
Bossabina,Forage,Oui,Oui,Dans le village,Communaute,,15.48000000000,6.93345000000,Ouham Pendé,Koui,Koui
Bossabina 2,Forage,Oui,Oui,Dans le village,Ecole,,15.46630000000,6.93436000000,Ouham Pendé,Koui,Koui
Yeman kabo,Forage,Oui,Oui,Hors du village,Communaute,Moins de 10 ans,18.00820000000,4.20246000000,Lobaye,Mbaïki,Léssé
Bossabina Sokorta,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,15.37900000000,6.95001000000,Ouham Pendé,Koui,Koui
Botto,Forage,Non,Oui,Hors du village,Communaute,Moins de 10 ans,17.99790000000,3.90617000000,Lobaye,Mbaïki,Mbaiki
Bossabina Sokorta,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,15.38200000000,6.95022000000,Ouham Pendé,Koui,Koui
Boukoko 2,Forage,Oui,Oui,Hors du village,Communaute,Moins de 10 ans,17.93200000000,3.90293000000,Lobaye,Mbaïki,Mbaiki
Bossaro,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,15.39150000000,6.87756000000,Ouham Pendé,Koui,Koui
Coloni,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.93670000000,3.90102000000,Lobaye,Mbaïki,Mbaiki
Bouronguel,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,15.42570000000,6.75259000000,Ouham Pendé,Koui,Koui
EGTB,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.92800000000,3.88232000000,Lobaye,Mbaïki,Mbaiki
Gapa,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.96550000000,3.86916000000,Lobaye,Mbaïki,Mbaiki
Bouzou,Forage,Non,Oui,Hors du village,Communaute,Plus de 10 ans,15.17860000000,6.84775000000,Ouham Pendé,Koui,Koui
Danko Bira,Forage,Oui,Oui,Hors du village,Communaute,Moins de 10 ans,15.40600000000,6.62978000000,Ouham Pendé,Koui,Koui
De gaulle,Forage,Oui,Oui,Dans le village,Communaute,Moins de 10 ans,15.44550000000,6.93722000000,Ouham Pendé,Koui,Koui
Degaulle,Forage,Oui,Oui,Dans le village,FOSA,,15.45090000000,6.93534000000,Ouham Pendé,Koui,Koui
Mbaiki,Forage,Oui,Non,Hors du village,Communaute,Plus de 10 ans,17.96720000000,3.88239000000,Lobaye,Mbaïki,Mbaiki
